CÓDIGO,SUBSTITUTOS,NOME,FABRICA,EMBALAGEM,PREÇO 38%,MST C/,MUL C/,CADASTRO PRODUTO,EM LINHA,ECOM,COMPRADOR,SEGMENTO,CATEGORIA,GRUPO,SUBGRUPO,VALOR EST.,ABC GRU 90D,EST. CD,ULT. ENT. CD,EST. UNE,ULT. ENT. UNE,LVERDE,EXPO. MIN,TRAVA,END. ESTOQUE UNE,ULT. AUDITORIA PDV,ROTINA,CLASSE,DATA CRIA LINHAVERDE,SOLICITAÇÃO,QTD SOL,DATA SOL,STATUS,ENDEREÇO LIN CD,ENDEREÇO RESERVA CD,EAN
630200,,ADESIVO FM C/GLITTER 70X180MM TRANSPORTE AD1949,TOKE E CRIE,ATA - UNID      ,0.992,0,3,2019-02-09,SIM,NÃO,RAFAEL GONCALVE,ARTES,ARTESANATO,ADESIVOS                           ,SIMPLES,0.0,0,,2021-10-14 00:00:00,0,,1,,SIM,0,SEM VISTA,,,2021-02-18 08:43:45.143000,,,,,,,
630202,,ADESIVO FM C/GLITTER 70X180MM VERAO AD1950,TOKE E CRIE,ATA - UNID      ,0.992,0,3,2019-02-09,SIM,NÃO,RAFAEL GONCALVE,ARTES,ARTESANATO,ADESIVOS                           ,SIMPLES,0.0,0,,2021-08-04 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
592977,,ADESIVO IRISADO FLOR 18-013 DOURADO,KIT,ATA - C/30      ,4.898,1200,12,2018-02-19,SIM,NÃO,NEILOR COMPRAS ,ARMARINHO E CONFECÇÃO,BIJUTERIAS,STRASS                             ,SIMPLES,0.0,A,,2023-10-31 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
629862,,ADESIVO MINI PUFFY II SALA DE AULA AD1948,TOKE E CRIE,ATA - UNID      ,0.992,0,3,2019-02-08,SIM,NÃO,RAFAEL GONCALVE,ARTES,ARTESANATO,ADESIVOS                           ,SIMPLES,0.0,0,,2021-12-01 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
635885,,ADESIVO STICKERS REF.19-01,KIT,ATA - UNID      ,5.9892,1200,12,2019-04-29,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,ADESIVOS                           ,STICKERS,0.0,C,,2021-01-27 00:00:00,0,,30,,NÃO,0,SEM VISTA,,,2021-02-26 08:06:39.140000,,,,,,,
440460,,ADESIVO STRASS 6MM 10X26CM S6-1026 MULTICOR,KIT,ATA - UNID      ,4.991,600,20,2015-01-26,SIM,SIM,NEILOR COMPRAS ,ARMARINHO E CONFECÇÃO,BIJUTERIAS,STRASS                             ,SIMPLES,0.0,A,,2024-02-08 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
424382,,ADESIVO STRASS ARABESCOS ESPIRAIS AD1507,TOKE E CRIE,ATA - UNID      ,0.992,0,3,2014-08-27,SIM,,,ARTES,ARTESANATO,ADESIVOS                           ,SIMPLES,0.0,,,2015-06-09 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
598699,,ADESIVO STRASS NUMERO 1 3MM 9X15CM YW399B,KIT,ATA - C/12      ,0.992,1500,20,2018-04-24,SIM,NÃO,NEILOR COMPRAS ,ARMARINHO E CONFECÇÃO,BIJUTERIAS,STRASS                             ,SIMPLES,0.0,0,,2018-08-07 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
697775,,ADITIVO ANTI BOLHA SILADIT 53 100ML R.PEF13013,REDECENTER,ATA - UNID      ,34.9928,10,0,2022-05-17,SIM,NÃO,BRUNO DIAS     ,ARTES,ARTESANATO,ACESSÓRIOS,SIMPLES,174.964,C,,2023-11-10 00:00:00,5,,5,,SIM,0,SEM VISTA,,,2023-10-06 18:07:51.700000,,,,,,,
166875,,AGENDA DO ESTUDANTE KIT KIDEN-01,KIT,ATA - UNID      ,8.99,80,10,2008-03-14,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,ESCOLAR,8.99,C,,2021-09-16 00:00:00,1,,25,,NÃO,0,2023-08-22 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,2021-02-26 08:06:30.827000,,,,,,,
658066,,AGENDA ESP ANUAL C/D 160FLS FASHION WORLD R.FW01A,KIT,ATA - UNID      ,9.9882,48,0,2020-06-10,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,DIÁRIA,0.0,C,,2023-09-13 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
675872,,AGENDA ESPIRAL ANUAL C/D 160FL LIGHT R.3728,KIT,ATA - UNID      ,9.9882,48,0,2021-05-21,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,DIÁRIA,0.0,C,,2023-09-08 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
658123,,AGENDA ESPIRAL C/D 160FLS LIGHT PLANNER R.LU01PL,KIT,ATA - UNID      ,9.9882,48,0,2020-06-12,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,PLANNER,0.0,C,,2023-08-16 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
658069,,AGENDA ESPIRAL C/D 160FLS MY DOG R.MD01A,KIT,ATA - UNID      ,9.9882,48,0,2020-06-10,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,DIÁRIA,0.0,C,,2023-09-13 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
658068,,AGENDA ESPIRAL C/D 168FLS MY DOG PLANNER MD02PL R.4040,KIT,ATA - UNID      ,8.99,48,0,2020-06-10,SIM,NÃO,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,PLANNER,0.0,0,,2020-11-19 00:00:00,0,,15,,NÃO,0,SEM VISTA,,,2021-02-26 08:06:40.580000,,,,,,,
658073,,AGENDA ESPIRAL C/D 168FLS TRENDS TR01A R.3709,KIT,ATA - UNID      ,8.99,48,0,2020-06-10,SIM,,,PAPELARIA,ESCOLAR,AGENDAS,DIÁRIA,0.0,,,2021-11-04 00:00:00,0,,20,,NÃO,0,SEM VISTA,,,2021-10-22 15:28:26.187000,,,,,,,
675324,,AGENDA EXEC ACO ESCOVADO C/D GDE BRONZE R.1897,KIT,ATA - UNID      ,18.9906,40,5,2021-05-06,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,DIÁRIA,0.0,0,,2022-06-06 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
675325,,AGENDA EXEC ACO ESCOVADO C/D GDE CORAL R.1897,KIT,ATA - UNID      ,18.9906,40,5,2021-05-06,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,DIÁRIA,0.0,0,,2022-06-06 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
675323,,AGENDA EXEC ACO ESCOVADO C/D GDE GRAFITE R.1897,KIT,ATA - UNID      ,18.9906,40,5,2021-05-06,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,DIÁRIA,0.0,0,,2022-06-06 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
294470,,AGENDA EXEC ACO ESCOVADO C/D GDE OURO R.1897,KIT,ATA - UNID      ,18.9906,40,5,2012-02-09,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,EXECUTIVA,0.0,0,,2022-06-06 00:00:00,0,,15,,NÃO,0,SEM VISTA,,,2022-07-21 11:14:12.417000,,,,,,,
676133,,AGENDA EXECUTIVA C/D 168FLS COLOR GDE BORDO R.AB638-ASST,KIT,ATA - UNID      ,23.3988,40,5,2021-05-25,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,EXECUTIVA,0.0,0,,2022-06-06 00:00:00,0,,15,,NÃO,0,SEM VISTA,,,2022-07-21 11:14:12.463000,,,,,,,
193606,,AGENDA EXECUTIVA C/D 168FLS COLOR GDE MARINHO R.AB638-ASST,KIT,ATA - UNID      ,23.3988,40,0,2009-04-02,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,EXECUTIVA,0.0,0,,2022-06-06 00:00:00,0,,17,,NÃO,0,SEM VISTA,,,2022-07-21 11:14:12.540000,,,,,,,
675954,,AGENDA EXECUTIVA C/D 168FLS COLOR GDE OCRE R.AB638-ASST,KIT,ATA - UNID      ,23.3988,40,5,2021-05-21,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,EXECUTIVA,0.0,0,,2022-06-06 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
675952,,AGENDA EXECUTIVA C/D 168FLS COLOR GDE VERDE R.AB638-ASST,KIT,ATA - UNID      ,23.3988,40,5,2021-05-21,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,EXECUTIVA,0.0,C,,2022-06-06 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
675898,,AGENDA EXECUTIVA C/D 192FLS COLOR MINI BORDO R.AS801,KIT,ATA - UNID      ,15.3512,70,5,2021-05-21,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,EXECUTIVA,0.0,0,,2022-06-06 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
675897,,AGENDA EXECUTIVA C/D 192FLS COLOR MINI OCRE R.AS801,KIT,ATA - UNID      ,15.3512,70,5,2021-05-21,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,EXECUTIVA,0.0,0,,2022-06-06 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
675896,,AGENDA EXECUTIVA C/D 192FLS COLOR MINI VERDE R.AS801,KIT,ATA - UNID      ,15.3512,70,5,2021-05-21,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,EXECUTIVA,0.0,0,,2022-06-06 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
141626,,AGENDA EXECUTIVA C/D 192FLS MINI PRETO R.AS-801,KIT,ATA - UNID      ,15.3016,70,5,2007-03-28,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,EXECUTIVA,0.0,0,,2022-06-06 00:00:00,0,,7,,NÃO,0,SEM VISTA,,,2022-07-21 11:14:13.227000,,,,,,,
212835,,AGENDA KIT COMERCIAL 180X265MM R.1894 PRETO,KIT,ATA - UNID      ,39.99,20,5,2010-02-24,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,COMERCIAL,0.0,0,,2022-06-06 00:00:00,0,,8,,NÃO,0,SEM VISTA,,,2022-07-21 11:14:11.743000,,,,,,,
233639,,AGENDA KIT EXECUTIVO 138X200MM C/DURA 1896 PRETO,KIT,ATA - UNID      ,17.9924,40,5,2011-01-19,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,EXECUTIVA,0.0,0,,2022-06-06 00:00:00,0,,20,,NÃO,0,SEM VISTA,,,2022-07-21 11:14:13.273000,,,,,,,
17113,,AGENDA KIT EXECUTIVO 138X200MM R.AB601 PRETO,KIT,ATA - UNID      ,18.9906,40,0,2004-04-28,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,EXECUTIVA,0.0,0,,2022-06-06 00:00:00,0,,40,,NÃO,0,SEM VISTA,,,2022-07-21 11:14:13.307000,,,,,,,
647024,,AGENDA KIT MENSAL MEDIA 148X205MM 14FLS,KIT,ATA - UNID      ,5.9892,160,0,2019-10-09,SIM,NÃO,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,PLANNER,0.0,0,,2020-07-27 00:00:00,0,,6,,NÃO,0,SEM VISTA,,,2021-02-26 08:06:31.577000,,,,,,,
232410,,AGENDA KIT SEMANAL GRANDE 170X240 88F R.1895,KIT,ATA - UNID      ,28.9974,35,5,2010-12-07,SIM,SIM,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,SEMANAL,0.0,0,,2022-06-06 00:00:00,0,,10,,NÃO,0,SEM VISTA,,,2022-07-21 11:14:11.807000,,,,,,,
682449,,AGENDA PERMANENTE AMETISTA PRETA 13X80 400FLS R715PT,REDOMA,ATA - UNID      ,20.987,48,6,2021-08-23,SIM,,,PAPELARIA,ESCOLAR,AGENDAS,SIMPLES,0.0,,,2021-10-21 00:00:00,0,,12,,NÃO,0,SEM VISTA,,,2021-10-21 16:14:21.310000,,,,,,,
93344,,AGENDA PROMOCIONAL 399,KIT,ATA - UNID      ,3.9928,24,0,2005-08-05,SIM,NÃO,RODILEY COSTA  ,PAPELARIA,ESCOLAR,AGENDAS,DIÁRIA,0.0,0,,2005-12-21 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
675539,,AGUA MICELAR 100ML 10 EM 1 INCOLOR,ASTI COSMETICOS,ATA - UNID      ,8.99,24,0,2021-05-18,SIM,NÃO,ADRIANO PERUSSE,HIGIENE E BELEZA,MAQUIAGEM,DEMAQUILANTES,ÁGUA MICELAR,0.0,C,,2022-02-18 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
612560,,AGULHA CIRCULAR BAMBU 80CM 3MM 351377,CIRCULO,ATA - UNID      ,12.989,30,6,2018-08-08,SIM,NÃO,APARECIDA      ,ARMARINHO E CONFECÇÃO,AVIAMENTOS,AGULHAS CROCHÊ,SIMPLES,376.68100000000004,C,,2021-09-21 00:00:00,29,,12,,NÃO,0,2023-12-27 00:00:00,ESTOQUE FINANCEIRO,,2021-02-20 07:12:37.647000,,,,,,,
600887,,AGULHA CROCHE MADEIRA  6MM 13822C,KIT,ATA - UNID      ,4.1912,1000,20,2018-05-07,SIM,SIM,NEILOR COMPRAS ,ARMARINHO E CONFECÇÃO,AVIAMENTOS,AGULHAS CROCHÊ,SIMPLES,113.1624,C,,2021-05-04 00:00:00,27,,20,,NÃO,0,SEM VISTA,,,2021-02-20 07:12:40.443000,,,,,,,
642394,,AGULHA CROCHE PLASTICA R.10.0MM,ENOVELAR,ATA - UNID      ,0.992,0,0,2019-08-07,SIM,NÃO,APARECIDA      ,ARMARINHO E CONFECÇÃO,AVIAMENTOS,AGULHAS CROCHÊ,SIMPLES,0.0,C,,2021-01-07 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
642395,,AGULHA CROCHE PLASTICA R.12.0MM,ENOVELAR,ATA - UNID      ,0.992,0,0,2019-08-07,SIM,NÃO,APARECIDA      ,ARMARINHO E CONFECÇÃO,AVIAMENTOS,AGULHAS CROCHÊ,SIMPLES,0.0,C,,2021-01-07 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
710529,,AGULHA PARA COSTURA 5.3CM N.9E NIQUELADO,CIRCULO,ATA - C/20      ,3.9928,0,5,2022-12-16,SIM,NÃO,APARECIDA      ,ARMARINHO E CONFECÇÃO,AVIAMENTOS,AGULHAS DE MAO                     ,SIMPLES,35.9352,B,,2024-01-13 00:00:00,9,,10,,SIM,0,SEM VISTA,,,2022-12-27 08:25:16.723000,,,,,,,
710530,,AGULHA PARA COSTURA 6.1CM N.1 NIQUELADO,CIRCULO,ATA - C/20      ,5.487,0,5,2022-12-16,SIM,NÃO,APARECIDA      ,ARMARINHO E CONFECÇÃO,AVIAMENTOS,AGULHAS DE MAO                     ,SIMPLES,32.922,A,,2024-01-13 00:00:00,6,,10,,SIM,0,2024-04-27 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,2022-12-27 08:25:16.753000,,,,,,,
710531,,AGULHA PARA COSTURA 6.3CM N.2 NIQUELADO,CIRCULO,ATA - C/20      ,5.487,0,5,2022-12-16,SIM,NÃO,APARECIDA      ,ARMARINHO E CONFECÇÃO,AVIAMENTOS,AGULHAS DE MAO                     ,SIMPLES,43.896,A,,2024-01-13 00:00:00,8,,10,,SIM,0,2024-04-27 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,2022-12-27 08:25:16.787000,,,,,,,
638547,,AGULHA PARA FELTRAGEM PR-615,DISK MAQPECAS,ATA - UNID      ,14.2972,0,0,2019-06-05,SIM,NÃO,APARECIDA      ,ARMARINHO E CONFECÇÃO,AVIAMENTOS,AGULHAS DE MAO                     ,SIMPLES,0.0,0,,2022-06-22 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
24676,,AGULHA TRICOT PLASTICO N.3 5 VERDE,CIRCULO,ATA - UNID      ,4.061,240,12,2004-07-01,SIM,NÃO,APARECIDA      ,ARMARINHO E CONFECÇÃO,AVIAMENTOS,AGULHAS TRICÔ,SIMPLES,0.0,C,,2014-01-13 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
546020,,ALBUM MINI MISTO RETANGULAR ESCALOPADO MAM05,TOKE E CRIE,ATA - UNID      ,10.9926,0,0,2016-09-30,SIM,NÃO,RAFAEL GONCALVE,ARTES,ARTESANATO,ALBUM                              ,SIMPLES,0.0,C,,2021-08-28 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
527657,,ALBUM P/SCRAPBOOK REF.608622,KIT,ATA - UNID      ,9.9882,192,24,2016-05-11,SIM,NÃO,RAFAEL GONCALVE,ARTES,ARTESANATO,ALBUM                              ,SIMPLES,0.0,0,,2016-11-23 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
657685,,ALCOOL 70% AEROSOL 300ML DOM LINE IX.1 R. 210192,BASTON,ATA - UNID      ,12.989,12,0,2020-05-07,SIM,,,HIGIENE E BELEZA,HIGIENE,ÁLCOOL LÍQUIDO,AEROSOL,0.0,,,2022-02-03 00:00:00,0,,23,,NÃO,0,SEM VISTA,,,2021-03-01 09:00:05.120000,,,,,,,
718466,,ALCOOL GEL 70% 5 LITROS CORDEIRO,CORDEIRO,ATA - UNID      ,59.9912,0,0,2023-04-13,SIM,SIM,JUMARA SANTOS  ,HIGIENE E BELEZA,HIGIENE,ÁLCOOL GEL,COMUM,0.0,C,,2023-06-20 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
660747,,ALCOOL GEL 70% ALOE VERA PERFUMADO 30ML,TERRA BRASILIS,ATA - UNID      ,0.992,128,32,2020-07-29,SIM,NÃO,JUMARA SANTOS  ,HIGIENE E BELEZA,HIGIENE,ÁLCOOL GEL,PERFUMADO,0.0,C,,2022-07-18 00:00:00,0,,58,,SIM,0,SEM VISTA,,,2021-03-01 09:00:22.463000,,,,,,,
681578,,ALCOOL LIQUIDO 70% 1000ML SAFRA,SAFRA,ATA - UNID      ,6.9874,12,0,2021-08-09,SIM,,,HIGIENE E BELEZA,HIGIENE,ÁLCOOL LÍQUIDO,SIMPLES,0.0,,,2021-11-09 00:00:00,0,,20,,SIM,0,SEM VISTA,,,2021-08-23 10:44:31.743000,,,,,,,
660749,,ALCOOL LIQUIDO 70% SPRAY 50ML,TERRA BRASILIS,ATA - UNID      ,4.991,200,0,2020-07-29,SIM,NÃO,JUMARA SANTOS  ,HIGIENE E BELEZA,HIGIENE,ÁLCOOL LÍQUIDO,COMUM,0.0,C,,2022-11-23 00:00:00,0,,50,,SIM,0,2023-03-15 00:00:00,POTENCIAIS,,2021-03-01 09:00:22.650000,,,,,,,
672135,,ALCOOL LIQUIDO C/GATILHO 500ML HIDRALISE IX.1,HIDRALISE,ATA - UNID      ,16.988,15,0,2021-01-22,SIM,SIM,JUMARA SANTOS  ,HIGIENE E BELEZA,HIGIENE,ÁLCOOL LÍQUIDO,PULVERIZADOR,0.0,C,,2022-03-19 00:00:00,0,,20,,NÃO,0,SEM VISTA,,,2021-03-30 09:24:50.410000,,,,,,,
3528,,ALGODAO BOLINHA APOLO 50G,APOLO,ATA - UNID      ,4.991,120,20,2003-05-11,SIM,,,HIGIENE E BELEZA,HIGIENE,ALGODÃO,BOLINHA,0.0,,,2022-06-29 00:00:00,0,,16,,NÃO,0,SEM VISTA,,,2021-03-01 09:00:05.027000,,,,,,,
3695,,ALGODAO ROLO APOLO 25G,APOLO,ATA - UNID      ,2.9884,240,20,2003-05-12,SIM,SIM,JUMARA SANTOS  ,HIGIENE E BELEZA,HIGIENE,ALGODÃO,ROLO,0.0,0,,2022-06-29 00:00:00,0,,20,,NÃO,0,SEM VISTA,,,2021-03-01 09:00:05.057000,,,,,,,
585194,,ALICATE APLICADOR BOTAO,PITI PITI MAQUINAS DE COSTURAS LTDA,ATA - UNID      ,87.9904,0,12,2017-11-03,SIM,NÃO,MELISSA ALMEIDA,ARMARINHO E CONFECÇÃO,ACABAMENTOS CONFECÇÃO,ALICATES,SIMPLES,0.0,0,,2022-04-11 00:00:00,0,,6,,NÃO,0,SEM VISTA,,,2021-11-22 17:17:33.087000,,,,,,,
352189,,ALISADOR 15X8.5CM R.407785,BLUE STAR,ATA - UNID      ,21.9914,0,0,2013-03-20,SIM,SIM,RAFAEL GONCALVE,ARTES,ARTESANATO,PRODUTOS P/BISCUIT                 ,SIMPLES,219.914,C,,2024-04-04 00:00:00,10,,5,,SIM,0,SEM VISTA,,,2022-11-25 16:08:56.367000,,,,,,,
739592,MIX MAES,ALMOFADA CORACAO MAE R.F0065 SORTIDO,FWB,ATA - UNID      ,9.9882,0,0,2024-03-08,SIM,NÃO,JESSICA LIMA   ,CASA E DECORAÇÃO,DECORAÇÃO,ALMOFADAS,SIMPLES,239.71680000000003,A,,2024-04-15 00:00:00,24,,24,,SIM,0,2024-05-04 00:00:00,SEMVENDAS NOVOS,,2024-03-12 11:43:31.277000,,,,,,,
731692,,ALMOFADA DIGITAL PEROLA 43X43CM R.618 SORTIDO,DECORAÇOES MARTINS,ATA - UNID      ,34.9928,0,0,2023-10-27,SIM,NÃO,JOAO SALAZAR   ,CASA E DECORAÇÃO,DECORAÇÃO,ALMOFADAS,SIMPLES,209.95680000000002,A,,2023-12-12 00:00:00,6,,6,,SIM,0,2024-05-04 00:00:00,SEMVENDAS NOVOS,,2023-10-27 18:01:08.913000,,,,,,,
